Product ID,Store ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days)
1407,87,896,14,8,34,2024-07-24,4658,8
2316,28,602,6,6,30,2024-01-14,1784,8
6698,65,115,17,7,134,2024-08-17,4894,1
7055,43,344,10,9,190,2024-10-05,1931,1
1539,55,895,15,4,34,2024-02-07,3107,9
7315,49,493,14,11,69,2024-03-18,4380,11
2011,24,394,10,18,59,2024-01-26,3371,10
6105,41,267,11,16,36,2024-09-04,2123,4
6969,41,75,8,16,161,2024-12-05,3754,8
5872,75,701,25,6,132,2024-12-10,2085,12
1366,80,117,2,17,21,2024-04-05,4096,2
9019,35,941,29,0,36,2024-07-27,4075,2
2158,50,759,4,6,21,2024-08-22,4930,6
7933,5,473,15,14,27,2024-04-15,1090,9
3374,59,383,10,6,113,2024-02-28,3479,8
3228,95,800,14,14,92,2024-03-24,1662,4
9501,72,181,11,5,143,2024-01-28,4418,4
5745,63,268,23,9,150,2024-09-26,2471,4
8227,72,271,24,15,136,2024-04-11,3941,6
8504,4,733,10,13,77,2024-04-15,2242,3
6759,77,636,25,6,186,2024-05-03,1083,13
1983,59,538,17,7,56,2024-10-31,1014,8
2188,70,96,19,16,29,2024-12-30,3902,9
5046,51,858,13,10,16,2024-09-16,2113,12
7809,53,679,28,0,161,2024-08-08,2690,7
2184,55,922,28,7,29,2024-07-11,1471,7
9523,22,584,20,10,92,2024-12-25,2987,6
3651,1,487,23,5,27,2024-04-20,1513,13
5796,83,658,6,6,190,2024-12-02,3024,7
6854,5,67,20,15,49,2024-06-14,4146,12
1494,52,993,27,10,137,2024-09-25,4961,2
8592,8,995,15,1,159,2024-05-12,3295,6
1809,25,223,18,13,64,2024-03-21,2075,1
4623,96,977,5,1,94,2024-06-03,1718,7
1322,75,844,19,16,92,2024-03-18,2478,9
1724,2,256,16,8,58,2024-04-02,4451,9
2014,88,958,6,6,122,2024-09-04,4287,10
4575,66,312,6,10,153,2024-06-25,2720,1
6177,61,566,13,5,194,2024-02-14,2789,14
8540,73,532,28,7,198,2024-08-15,1883,12
4426,45,929,24,11,163,2024-10-29,4674,5
5052,79,888,14,17,121,2024-10-20,3095,1
2185,41,855,7,17,57,2024-05-15,3658,3
3011,40,35,17,12,89,2024-11-05,2327,1
1399,14,266,25,11,138,2024-03-16,1168,5
1426,99,723,14,19,12,2024-05-17,3160,12
2888,1,780,6,16,120,2024-01-14,2776,2
5707,45,144,24,4,138,2024-10-17,3009,4
1898,31,628,1,14,92,2024-11-06,2979,4
3609,94,225,23,1,53,2024-06-09,3593,11
5326,88,784,11,6,124,2024-02-26,3102,12
7278,97,200,29,12,99,2024-10-21,4949,2
2976,92,351,28,5,110,2024-01-08,1370,4
7903,91,124,2,4,197,2024-11-07,2799,1
3153,91,873,17,16,156,2024-01-24,4443,6
6199,10,484,11,9,155,2024-10-27,3766,8
7854,69,629,27,1,182,2024-12-18,3333,9
6768,70,427,22,9,193,2024-09-08,3653,13
3142,4,536,7,12,157,2024-08-31,1457,4
3839,24,35,11,4,91,2024-10-15,2910,7
1027,35,394,26,8,120,2024-09-11,3320,5
8260,91,67,27,11,17,2024-01-01,3968,4
9848,96,915,13,10,34,2024-12-18,4127,1
8607,41,933,7,1,129,2024-08-26,3686,4
7511,71,272,3,9,171,2024-03-07,2922,9
8426,25,857,3,10,161,2024-02-22,1381,14
7175,60,482,16,7,157,2024-12-16,1784,6
4174,58,496,26,15,72,2024-06-26,2761,14
4565,45,690,22,13,12,2024-02-01,1051,10
6877,62,491,6,0,183,2024-08-17,3834,10
6264,32,958,15,15,187,2024-07-07,1420,3
8056,72,323,20,18,148,2024-02-07,4473,5
7494,1,431,26,7,153,2024-09-23,2182,8
7882,46,951,27,13,116,2024-10-04,2103,5
2845,79,81,21,2,76,2024-04-18,1071,9
7824,77,370,9,8,139,2024-11-05,4470,10
4433,11,664,26,15,150,2024-01-04,2017,13
7200,12,356,22,18,197,2024-08-25,1038,3
7208,33,999,13,3,60,2024-05-09,4154,14
1770,93,320,26,7,98,2024-01-20,4588,7
8203,65,543,2,0,177,2024-10-20,1174,7
5138,44,955,22,15,157,2024-09-12,3636,1
6735,57,892,15,1,64,2024-07-30,1782,6
7663,46,302,19,3,77,2024-12-26,4312,7
7329,15,837,1,19,37,2024-05-23,1712,14
9253,5,738,15,4,36,2024-07-26,2802,12
5666,23,446,6,14,140,2024-02-06,3594,6
8815,93,103,11,12,149,2024-09-23,4382,6
4424,72,327,20,0,81,2024-02-25,3299,6
2898,45,104,14,3,33,2024-02-01,3068,1
9442,10,818,15,6,84,2024-05-31,2608,9
8267,65,225,23,11,55,2024-01-16,2673,13
2690,68,809,17,0,199,2024-05-01,3709,12
2097,49,335,2,0,43,2024-08-25,2160,3
2132,89,87,15,10,176,2024-06-29,2952,7
9908,53,35,3,4,145,2024-07-14,1430,11
3461,69,644,24,6,111,2024-04-14,2183,4
3117,18,1,2,11,71,2024-11-26,3985,12
1090,28,399,3,7,45,2024-12-20,1399,3
1571,67,780,2,2,75,2024-03-30,4306,11
8536,42,492,9,3,91,2024-06-13,4558,11
6686,25,511,10,10,16,2024-01-22,2158,1
9646,87,216,4,0,146,2024-06-03,2705,3
5201,51,380,23,3,31,2024-02-02,1677,2
3784,15,661,13,1,14,2024-07-05,3773,8
5591,28,561,3,19,38,2024-12-08,3410,1
5134,15,820,15,15,37,2024-05-29,1328,1
3890,61,778,2,16,73,2024-02-26,3276,11
8628,12,796,7,8,14,2024-11-29,1740,11
8547,61,180,16,8,131,2024-07-24,3830,8
7827,44,591,26,17,151,2024-07-18,2785,3
9739,16,539,5,6,26,2024-09-27,4801,6
2030,20,852,25,3,163,2024-11-30,1898,4
5864,37,562,3,19,72,2024-01-15,1246,4
2828,80,659,7,7,53,2024-11-29,3525,1
8897,2,389,12,12,72,2024-09-20,4486,2
5736,71,376,17,1,192,2024-07-19,1121,3
3538,85,25,2,14,118,2024-02-16,3740,13
7423,80,900,18,12,110,2024-05-10,2611,6
2845,21,112,22,18,116,2024-05-13,1873,12
3158,80,453,5,9,155,2024-08-23,4832,11
6271,7,584,24,1,52,2024-02-04,4026,2
2687,72,170,1,4,177,2024-01-31,4043,12
9237,52,670,11,0,145,2024-03-10,3489,9
3461,26,765,10,15,11,2024-03-28,1539,14
5214,55,845,16,8,96,2024-11-03,4901,13
1543,14,651,26,17,62,2024-12-13,1089,1
5552,80,48,14,9,87,2024-05-06,3031,12
4247,11,375,29,14,20,2024-01-18,1144,13
9267,16,347,28,15,36,2024-02-19,1690,12
9088,37,189,18,14,46,2024-12-11,4194,7
5146,85,398,10,12,121,2024-12-18,4901,3
5466,19,454,8,12,121,2024-10-13,2241,11
5150,97,855,2,1,121,2024-06-09,4052,6
3470,76,209,20,5,75,2024-08-18,4115,2
5576,23,426,3,0,157,2024-09-29,2314,5
3435,12,58,9,0,175,2024-01-16,3604,13
7963,28,831,21,7,104,2024-04-24,3198,11
3509,38,991,5,11,143,2024-09-09,1095,9
9585,2,94,12,3,193,2024-03-20,1576,3
2690,24,788,27,11,137,2024-08-05,1563,9
1128,70,805,21,10,31,2024-02-25,3945,3
9319,30,784,1,8,124,2024-10-21,1353,14
7777,59,388,21,8,33,2024-12-03,2464,6
1994,54,371,3,15,27,2024-03-19,3386,11
4503,70,351,13,3,148,2024-07-02,3474,2
3897,68,772,20,1,149,2024-04-18,3467,7
5942,94,964,1,0,82,2024-09-26,2722,3
3614,38,772,16,10,68,2024-03-20,1239,9
2100,90,384,26,13,192,2024-06-27,4350,6
3452,89,284,26,19,120,2024-12-08,4252,11
2599,30,613,5,18,80,2024-03-16,3529,7
2432,97,67,20,7,185,2024-08-20,4425,13
2470,96,275,19,6,123,2024-02-16,2725,4
4230,4,660,10,6,55,2024-09-13,4621,6
5369,56,871,9,4,149,2024-03-24,4572,9
2661,95,666,7,4,129,2024-03-18,4211,9
1755,50,151,6,14,122,2024-07-14,4819,10
4419,74,282,3,8,12,2024-03-20,2878,13
8747,22,463,16,5,39,2024-09-09,3081,12
8988,55,816,13,3,95,2024-01-06,3161,13
3990,85,22,12,1,53,2024-10-08,1860,7
8350,1,804,11,1,188,2024-08-28,2156,5
8458,50,716,1,2,21,2024-11-04,3661,4
8113,37,654,27,11,156,2024-08-30,2880,6
4074,60,168,29,11,48,2024-07-29,3560,13
9237,67,580,7,9,137,2024-04-08,3068,2
3030,26,453,26,1,191,2024-04-27,2468,5
7085,1,835,6,10,118,2024-08-15,1331,4
8459,54,544,9,18,94,2024-05-04,3281,7
7068,53,585,22,6,38,2024-11-25,2038,8
5733,66,820,27,19,109,2024-07-16,3011,12
4110,98,473,19,12,160,2024-11-08,4329,1
9876,18,331,20,17,119,2024-03-08,4343,5
2056,38,153,1,0,108,2024-11-15,2347,12
2468,28,330,9,3,162,2024-09-15,4499,2
3574,77,434,3,0,86,2024-07-17,3150,14
5087,60,407,11,13,111,2024-11-30,2531,1
8660,47,346,5,1,91,2024-12-07,1120,2
8924,37,563,19,6,30,2024-02-28,1023,6
5576,54,881,26,1,150,2024-03-26,4265,9
5903,95,784,27,0,20,2024-06-15,4110,11
2476,75,707,7,17,157,2024-11-16,4452,13
7820,86,695,12,10,164,2024-03-25,4502,12
5675,60,239,28,16,87,2024-10-09,1247,12
9759,10,830,8,15,112,2024-08-27,1101,7
8402,26,332,3,9,106,2024-07-19,3962,13
2170,9,396,17,1,31,2024-05-12,2261,10
6038,41,75,26,12,153,2024-07-20,2516,1
4706,43,711,14,11,68,2024-08-03,1443,5
2761,78,520,12,12,42,2024-05-10,3671,14
3386,36,114,27,12,160,2024-03-08,4906,1
4104,68,899,9,9,103,2024-08-01,4236,9
4351,93,169,23,16,71,2024-05-12,2860,6
5536,89,761,17,0,144,2024-07-03,4742,6
1213,25,590,19,2,54,2024-12-14,3062,9
1002,54,173,15,2,80,2024-06-17,3151,10
5924,84,26,13,3,21,2024-03-12,1299,6
3054,38,301,27,10,187,2024-08-04,4643,2
2784,68,395,16,0,11,2024-05-01,3186,8
3911,68,979,6,2,181,2024-11-13,1884,12
4946,38,349,5,1,27,2024-11-12,4943,3
7203,8,583,11,1,171,2024-07-01,2805,8
3180,40,159,15,10,187,2024-01-24,3875,3
1530,59,834,3,18,162,2024-07-11,2661,1
3196,79,470,24,18,184,2024-06-30,4800,9
2906,33,483,16,0,46,2024-03-05,1041,2
4811,14,747,25,3,199,2024-09-29,3749,1
4321,11,413,22,0,70,2024-09-07,1010,3
4974,48,729,28,1,187,2024-03-18,4504,11
8784,98,594,9,2,111,2024-08-04,1738,13
8213,40,272,2,10,99,2024-11-09,3477,3
1892,41,661,27,12,148,2024-05-27,2087,8
1756,38,460,27,13,80,2024-08-31,2882,10
8030,47,55,26,19,153,2024-08-07,1693,7
1050,80,451,19,17,40,2024-03-09,2517,3
7489,95,10,23,10,131,2024-03-22,2088,7
4939,58,272,4,3,196,2024-01-27,2500,12
6967,14,715,11,17,112,2024-10-16,2570,3
3863,2,855,14,16,121,2024-04-06,4924,6
8352,69,733,13,17,173,2024-04-15,3777,13
3832,5,367,9,7,148,2024-05-30,3239,3
4283,63,884,25,12,74,2024-02-19,2220,6
6637,75,193,12,8,193,2024-07-29,3077,14
7207,62,584,12,8,158,2024-08-27,4587,14
7928,99,929,10,14,14,2024-10-03,3345,4
9006,11,761,15,5,113,2024-11-22,4344,4
9585,72,629,1,11,197,2024-10-18,2253,5
5706,29,95,15,14,114,2024-05-07,1876,1
8177,73,608,11,6,155,2024-08-16,2775,6
8251,61,62,13,17,121,2024-12-14,2010,4
4500,12,439,4,3,121,2024-08-02,2822,4
4704,6,126,21,11,194,2024-04-16,3375,12
6198,9,626,3,6,46,2024-04-12,3919,13
5603,71,1,10,3,128,2024-01-23,4752,2
6227,29,418,13,19,99,2024-06-28,2975,6
1023,97,186,18,7,186,2024-07-21,1533,6
7856,83,487,4,19,111,2024-11-10,3009,4
4011,34,958,24,13,199,2024-02-13,2612,13
9830,38,784,6,18,18,2024-06-13,3981,2
3893,66,690,5,12,81,2024-10-24,4330,7
6958,85,58,17,4,60,2024-09-17,4299,7
6534,16,931,14,3,112,2024-03-18,4002,12
9457,68,967,9,2,32,2024-03-17,2333,3
5643,12,23,6,10,91,2024-02-26,1352,11
8100,43,518,25,9,144,2024-11-11,3761,12
7153,46,683,1,9,184,2024-04-28,3999,1
7634,57,600,13,2,38,2024-05-22,3457,6
4459,54,334,27,1,113,2024-12-03,3143,5
4838,38,986,28,12,198,2024-04-08,3556,5
1169,75,28,17,11,103,2024-06-07,3535,1
6198,17,598,15,13,41,2024-06-16,2109,2
3824,38,544,25,13,196,2024-12-20,2538,5
9034,63,520,11,1,135,2024-03-27,1369,2
8902,76,471,26,11,182,2024-10-31,1219,12
1765,31,681,29,11,149,2024-11-25,1456,11
5416,77,321,18,19,163,2024-09-11,2122,13
8700,75,13,22,4,148,2024-05-01,3902,11
9310,30,176,7,1,40,2024-08-20,2895,6
2697,38,55,25,1,99,2024-12-27,1415,7
1675,49,32,8,19,131,2024-05-26,2395,13
1856,24,803,16,15,102,2024-06-27,2779,12
5126,22,765,4,5,20,2024-04-23,4683,3
4600,54,300,5,4,23,2024-12-22,1328,5
7133,43,143,29,3,161,2024-02-23,1729,9
8978,24,718,10,10,118,2024-10-28,4415,11
2717,88,37,20,11,14,2024-06-14,1332,7
2684,65,171,10,3,94,2024-08-31,4460,2
1901,60,901,26,6,186,2024-06-01,1972,10
6630,76,427,15,0,12,2024-12-30,2081,10
9620,66,845,2,4,74,2024-12-25,4125,4
5876,15,823,19,6,11,2024-01-27,1080,3
1132,27,213,9,9,93,2024-02-19,2762,10
1168,96,6,8,14,58,2024-02-10,4296,6
8987,88,738,10,8,36,2024-04-19,1597,13
9276,13,180,17,9,21,2024-06-24,1917,11
4535,27,947,29,5,87,2024-05-25,3030,10
4114,55,8,28,16,184,2024-11-11,3852,2
2778,66,321,7,13,156,2024-02-19,4110,11
1677,54,519,29,1,92,2024-07-26,1794,14
4963,9,644,8,13,137,2024-09-26,2798,5
4298,78,488,10,4,26,2024-01-03,1162,10
8966,26,581,22,17,81,2024-12-25,1802,2
1700,47,785,29,18,87,2024-04-21,2924,12
6622,68,421,24,2,106,2024-04-20,1317,9
8537,93,422,6,15,38,2024-11-03,1552,6
8955,1,245,5,5,30,2024-04-05,1269,4
6302,77,352,11,2,155,2024-01-27,3717,14
6574,89,939,3,0,68,2024-05-13,3650,9
6943,35,425,5,7,42,2024-07-08,3998,14
5539,44,540,15,0,50,2024-08-09,2736,1
9528,57,652,8,1,91,2024-08-01,3661,2
9375,14,645,17,5,97,2024-07-29,3141,3
1669,73,247,16,8,183,2024-01-04,2352,14
6816,59,344,16,13,26,2024-08-31,3164,5
7546,18,236,6,18,125,2024-01-08,1737,11
1758,51,400,2,0,92,2024-02-21,4817,11
5829,96,396,3,11,40,2024-12-25,2432,14
5260,42,473,13,3,75,2024-09-03,2358,4
8534,91,28,24,6,69,2024-09-07,4000,4
4019,65,204,10,15,177,2024-02-22,1884,12
7166,72,199,1,8,40,2024-07-22,3805,12
7929,48,650,29,2,97,2024-01-20,1937,7
2792,72,314,27,16,169,2024-06-15,2878,11
1339,54,152,19,18,110,2024-03-25,4560,3
1929,83,237,1,6,113,2024-03-18,1132,7
3202,40,687,18,18,67,2024-09-02,2375,13
8079,31,727,28,0,31,2024-02-13,2901,3
2321,49,37,8,18,12,2024-12-28,2163,13
7451,2,128,23,15,134,2024-07-24,2571,10
8366,50,825,13,1,118,2024-06-10,4621,2
7757,21,446,28,17,70,2024-10-29,4942,12
9081,10,943,1,8,191,2024-01-18,2824,2
6703,27,57,7,19,156,2024-08-01,4204,10
1589,12,248,17,18,123,2024-02-10,2258,8
8762,31,533,13,14,125,2024-05-18,2678,3
7150,17,575,2,16,131,2024-08-27,1292,9
1268,16,467,16,16,182,2024-01-12,2781,14
8148,90,579,2,0,77,2024-02-03,3359,8
9451,52,660,1,19,156,2024-08-10,4073,1
3229,40,147,7,0,149,2024-11-03,2490,6
6735,6,949,7,6,169,2024-12-11,1102,9
5397,89,501,1,11,194,2024-04-03,1417,4
5287,84,581,25,14,97,2024-07-04,3252,12
5923,89,995,19,16,151,2024-11-20,2073,5
6612,35,98,27,13,146,2024-08-02,4705,11
6321,86,218,16,0,141,2024-09-27,4608,5
9956,40,702,2,12,159,2024-03-25,4949,9
6573,14,16,12,13,72,2024-01-20,2225,14
8453,91,26,24,14,39,2024-02-13,4909,3
1627,7,731,11,8,15,2024-05-05,2861,1
4354,53,99,15,16,139,2024-07-18,4910,9
7904,22,644,27,0,20,2024-04-03,1351,13
2748,43,514,21,10,75,2024-11-26,1504,9
3746,52,521,23,10,74,2024-05-15,3442,12
7380,25,815,10,12,178,2024-11-16,4786,13
1862,86,462,18,0,81,2024-01-01,4634,1
7993,76,418,23,8,144,2024-10-11,3820,8
7374,10,853,11,0,18,2024-10-21,4673,14
9526,82,905,26,4,33,2024-11-05,1269,6
4383,23,616,3,6,109,2024-02-23,2804,6
1059,91,526,10,6,192,2024-12-02,4661,5
8120,66,399,3,17,158,2024-08-16,2008,10
9427,74,520,7,15,151,2024-07-01,1620,13
7327,91,747,25,16,69,2024-08-09,4859,14
7837,9,630,1,9,152,2024-05-28,2942,8
6558,21,135,4,0,53,2024-05-05,2855,3
1091,61,937,9,16,142,2024-03-01,2015,10
5015,68,430,26,15,22,2024-12-15,4062,9
6695,37,89,13,9,37,2024-04-27,3016,6
3453,76,356,5,3,52,2024-07-14,2120,13
9249,21,797,16,14,196,2024-11-28,2172,11
1924,12,296,21,6,104,2024-08-20,1922,3
9381,30,428,16,18,164,2024-11-28,2170,1
5582,26,253,14,15,185,2024-08-01,1830,2
3555,95,849,3,13,99,2024-04-30,2884,10
3986,14,683,14,0,85,2024-08-13,2922,8
6671,41,91,2,14,160,2024-02-18,4753,12
9386,94,991,2,2,93,2024-02-01,3468,8
6698,69,395,16,3,10,2024-04-07,1074,11
9106,72,772,7,15,187,2024-03-13,4391,2
9441,5,276,26,8,61,2024-04-24,4850,2
1303,88,993,24,3,162,2024-05-15,1489,2
8121,96,188,9,5,145,2024-01-07,2905,13
7350,77,34,28,10,124,2024-08-01,3629,1
2217,14,877,4,13,35,2024-08-12,3339,5
8557,2,401,23,16,119,2024-01-16,3993,13
6568,26,327,17,13,109,2024-12-23,4460,9
5230,79,63,27,2,168,2024-03-22,3536,7
8696,34,561,20,12,125,2024-02-08,4092,7
2736,57,883,6,3,153,2024-09-25,1855,11
4082,47,284,11,11,114,2024-01-01,1841,7
9744,64,772,10,13,66,2024-02-18,4100,7
6083,88,265,2,0,43,2024-11-03,1868,1
9763,62,406,24,3,70,2024-02-18,3843,2
7316,42,827,22,12,143,2024-05-23,3218,2
3278,96,610,12,9,114,2024-08-04,1929,12
6522,98,195,17,2,32,2024-09-19,4438,11
1347,19,62,21,8,101,2024-02-01,1984,10
2735,95,700,27,19,121,2024-06-02,2193,3
5059,25,812,20,11,109,2024-06-13,2648,9
5742,45,740,20,2,155,2024-11-18,1002,3
8169,90,623,5,9,128,2024-01-15,3752,10
3475,65,869,7,15,138,2024-03-20,1569,1
1824,90,474,29,11,195,2024-07-26,4661,7
6272,31,149,27,14,83,2024-02-18,4035,8
8627,36,421,1,16,124,2024-04-20,2181,13
5566,89,578,19,14,188,2024-03-06,3867,1
6314,69,971,19,16,17,2024-04-15,3895,14
4976,88,534,26,13,74,2024-08-26,1341,4
5782,77,177,15,0,62,2024-02-18,1351,13
7604,79,797,18,0,111,2024-09-20,4479,12
7713,98,841,17,0,158,2024-04-08,4038,13
2785,94,908,16,4,123,2024-03-25,1473,3
8173,77,682,14,14,93,2024-01-28,2967,10
7839,11,236,10,9,149,2024-09-20,1025,8
2521,21,588,27,17,149,2024-10-03,2685,10
9835,26,77,22,3,76,2024-11-26,3934,8
8734,29,537,21,10,40,2024-07-06,2244,1
1166,52,259,3,12,40,2024-03-30,4298,2
7908,30,239,8,16,180,2024-01-26,3101,10
1847,21,335,13,11,26,2024-05-14,1924,11
4280,80,562,24,16,152,2024-05-29,2923,4
4635,82,714,5,8,96,2024-01-21,1827,13
3926,17,398,16,13,94,2024-08-06,4510,1
8980,70,881,22,4,182,2024-05-08,4566,9
1176,95,586,5,16,58,2024-07-18,2675,6
1400,39,803,10,1,35,2024-01-05,1952,5
9443,72,162,17,1,196,2024-10-15,4316,1
4986,68,461,11,13,100,2024-01-04,1552,4
3731,23,336,18,8,156,2024-12-02,1770,7
1342,96,291,29,15,147,2024-07-02,4476,11
7542,46,517,6,8,40,2024-03-16,1124,5
1622,59,416,15,9,197,2024-05-30,4434,8
4735,90,298,16,6,108,2024-05-14,2031,1
6404,82,288,23,19,13,2024-04-14,2721,2
5460,20,193,3,7,94,2024-09-17,1298,5
4328,60,278,21,6,27,2024-01-15,2950,9
2753,61,364,29,16,35,2024-06-18,3498,13
7596,25,676,26,4,127,2024-05-19,2569,3
9592,35,395,19,9,115,2024-08-07,3169,8
8037,47,478,2,8,120,2024-03-30,1520,11
8668,60,313,11,16,19,2024-01-30,1010,14
1035,81,591,12,5,111,2024-05-26,3945,11
5241,18,195,21,4,116,2024-11-29,3113,14
3696,23,892,14,0,136,2024-11-09,1138,7
8597,41,170,26,13,129,2024-05-28,1073,7
6032,10,183,20,2,119,2024-06-22,2853,12
7399,85,384,29,12,89,2024-12-02,2864,12
4290,24,468,11,4,119,2024-08-15,1934,4
2168,27,726,8,7,153,2024-01-13,1570,11
6295,94,121,19,11,91,2024-08-12,1931,7
4002,19,925,19,14,96,2024-04-19,4493,12
5337,54,714,3,7,159,2024-11-26,2489,3
4276,51,129,29,13,43,2024-05-04,2793,13
4359,45,367,9,6,90,2024-07-01,1627,11
5055,84,689,20,13,35,2024-05-22,4921,9
5199,42,320,7,14,102,2024-08-22,4529,9
4793,65,452,5,16,169,2024-02-20,4670,7
5107,66,398,2,4,70,2024-03-18,1030,6
2557,22,63,28,15,172,2024-04-09,1869,7
3290,13,595,22,18,88,2024-02-23,4467,14
5190,91,182,1,1,10,2024-02-21,2310,14
8434,67,530,20,15,175,2024-05-14,2704,3
7014,4,176,6,13,22,2024-07-11,4500,3
3610,53,928,5,6,155,2024-02-14,2844,3
1811,35,842,2,10,137,2024-10-08,2949,14
9405,43,926,6,19,126,2024-12-27,2756,4
5517,20,238,18,2,79,2024-02-20,4159,9
9241,51,802,21,8,141,2024-01-16,2129,6
6201,54,984,20,5,61,2024-08-03,2481,6
2633,36,382,19,14,192,2024-02-13,2846,10
1332,72,432,19,19,177,2024-09-25,3809,8
5531,33,39,29,7,175,2024-05-11,4196,6
3635,57,701,10,0,158,2024-08-30,1374,7
1829,88,916,12,3,96,2024-12-08,4027,12
2113,15,83,23,3,166,2024-09-17,2655,1
8220,54,46,26,15,199,2024-02-23,3009,7
6614,80,828,13,4,34,2024-08-24,4644,3
1690,16,389,9,15,176,2024-05-16,2595,2
7588,53,427,1,18,23,2024-11-16,2099,11
9909,33,461,25,7,197,2024-09-29,1895,10
8652,30,58,23,4,140,2024-01-11,2901,1
1706,36,105,27,14,49,2024-11-29,1085,2
2234,80,146,27,4,74,2024-07-01,1491,6
1873,20,647,17,10,134,2024-08-26,1744,8
2191,59,359,2,12,132,2024-04-17,1407,5
8029,53,956,19,9,122,2024-09-14,3954,4
2729,2,889,4,18,70,2024-02-10,2481,5
9430,47,255,2,8,31,2024-06-14,1392,3
8181,35,948,16,16,179,2024-03-27,3608,6
5238,68,740,22,16,38,2024-05-04,4590,6
8119,62,128,24,6,12,2024-04-03,3224,4
9715,70,691,16,4,89,2024-08-03,4274,2
6876,93,707,21,8,132,2024-02-27,4863,5
8530,35,250,1,11,132,2024-11-10,4662,6
4328,28,976,10,2,126,2024-07-17,1724,7
5773,59,762,13,0,37,2024-08-28,2030,12
2520,62,659,8,1,90,2024-10-26,1038,3
4794,35,662,14,11,188,2024-07-18,2062,3
7296,2,618,23,18,192,2024-08-27,2656,2
6915,20,498,29,10,129,2024-10-15,2300,7
8678,94,149,3,11,17,2024-04-26,4742,14
6433,76,193,29,12,58,2024-04-20,2555,9
9323,68,947,12,7,14,2024-12-17,3604,8
7738,91,269,16,0,123,2024-10-14,2496,11
3765,28,987,6,9,53,2024-07-13,4373,13
2211,14,68,24,12,44,2024-07-01,1328,14
9373,16,554,11,5,89,2024-09-17,1512,11
8328,86,315,13,3,95,2024-01-26,4452,5
3458,30,249,21,13,154,2024-11-07,4199,12
4244,39,705,16,8,107,2024-12-15,4317,9
4600,4,727,10,11,194,2024-09-27,3693,9
8662,14,18,14,6,88,2024-12-18,4366,7
3924,26,566,21,2,90,2024-07-18,4002,12
1971,38,195,25,17,168,2024-03-05,2060,3
5603,36,175,28,5,124,2024-03-18,1048,10
7790,60,336,4,13,111,2024-10-04,2877,8
8451,67,122,23,16,127,2024-06-02,1305,2
4217,53,770,9,10,141,2024-09-26,3901,9
6873,38,764,23,4,52,2024-09-11,2351,1
1951,42,904,16,15,199,2024-01-11,1302,6
2168,8,884,12,14,135,2024-01-03,3684,12
5304,68,777,12,5,178,2024-04-25,1970,13
3742,63,773,6,8,166,2024-08-19,2528,4
2976,34,36,28,8,91,2024-04-11,2586,12
1730,56,43,4,11,36,2024-09-22,1514,11
3050,70,719,7,6,75,2024-12-26,3841,10
6974,78,945,19,10,110,2024-08-29,1342,3
3312,31,129,10,0,12,2024-06-05,4945,2
5216,98,768,13,15,127,2024-06-28,2522,2
2268,3,886,7,0,62,2024-06-12,3920,6
9033,73,174,23,7,105,2024-02-15,1857,4
3169,87,167,1,15,26,2024-01-19,2296,4
6558,81,794,15,18,34,2024-01-31,2887,7
1680,47,203,24,13,29,2024-02-06,1442,14
1717,70,229,7,14,118,2024-08-11,1224,6
1126,68,46,15,3,125,2024-08-14,1814,12
7060,71,841,10,16,47,2024-02-25,1192,3
9777,37,692,24,13,177,2024-06-15,1424,14
8243,13,776,25,13,31,2024-06-27,1179,5
5675,89,399,21,15,80,2024-04-04,1364,12
4243,48,740,24,1,181,2024-05-07,2943,2
6717,29,584,25,9,34,2024-08-27,4996,7
9590,20,737,1,4,23,2024-05-25,1652,7
4454,3,981,4,6,113,2024-09-08,3533,13
4241,28,435,2,16,167,2024-11-19,2218,13
5298,87,936,29,19,85,2024-04-08,4925,12
1556,29,779,17,10,47,2024-09-01,2240,13
5652,42,751,20,5,132,2024-02-02,1182,10
2119,81,731,26,10,94,2024-09-11,1777,2
3846,58,883,16,1,189,2024-08-09,2817,1
4393,32,66,7,2,88,2024-10-31,3177,9
6601,93,635,19,16,131,2024-05-06,3637,3
3650,56,413,24,4,176,2024-02-12,2637,1
3136,62,376,10,6,140,2024-06-08,4932,10
4703,33,402,20,14,26,2024-01-13,3414,14
2777,77,253,20,7,196,2024-01-19,4364,14
3311,39,540,16,10,130,2024-01-03,1187,14
5058,14,191,3,12,76,2024-09-05,2529,9
4115,14,670,23,16,11,2024-12-23,4385,11
6145,38,276,14,5,104,2024-07-24,3170,8
5533,43,192,15,5,196,2024-10-22,4940,1
6738,54,818,4,11,147,2024-09-27,1683,3
5474,39,681,23,15,182,2024-12-03,1230,3
8034,65,460,20,12,178,2024-04-04,3750,5
5814,18,659,24,5,58,2024-11-02,3171,14
2645,93,543,20,0,47,2024-12-14,2174,13
3800,85,873,12,12,186,2024-03-25,3004,7
6703,93,545,28,4,178,2024-08-20,3831,14
6150,57,968,28,4,141,2024-07-05,2646,2
4125,93,35,15,19,160,2024-06-14,4299,2
7313,68,386,10,0,65,2024-09-16,3463,14
2329,21,826,25,6,190,2024-04-03,3086,13
6081,46,430,5,1,99,2024-05-30,2815,13
4681,12,615,28,14,26,2024-02-11,3109,7
