Product ID,Store ID,Price,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index
7581,37,44.51,90.75,29.63,415,4,12.23,9.25,0.74
7871,48,77.07,83.57,22.17,318,3,5.11,9.66,1.67
5977,8,5.79,28.1,21.27,328,2,8.16,2.68,1.36
3973,21,93.15,95.11,12.31,77,3,13.97,4.48,1.6
3780,45,48.11,42.19,5.41,84,2,19.08,5.76,1.48
6857,22,26.2,94.1,34.37,333,4,16.65,7.93,1.32
7927,32,41.74,85.92,9.86,4,3,13.58,1.71,0.71
1794,88,9.09,70.02,24.21,414,1,17.9,9.68,0.78
9374,11,43.79,36.79,25.81,472,1,1.51,6.8,1.58
5742,24,23.7,45.33,32.95,348,1,19.28,6.49,0.55
4968,16,70.15,93.08,22.26,199,2,15.02,7.83,1.86
7251,62,44.24,69.89,32.1,225,4,9.17,4.96,0.91
7766,63,39.25,15.92,18.13,265,1,1.91,6.47,1.45
4454,28,62.2,86.14,21.42,123,4,7.11,1.06,1.98
8956,35,53.47,90.35,12.66,173,2,10.78,8.47,0.65
2312,99,6.73,57.89,39.21,280,4,2.83,3.98,1.26
7823,2,86.53,64.62,25.34,233,4,11.19,6.93,2.05
7589,13,25.65,40.32,25.22,401,1,18.74,8.2,1.99
3947,20,35.78,15.41,3.1,372,2,1.63,8.39,1.69
6818,21,72.35,35.11,12.72,220,2,0.73,3.83,1.94
3038,33,60.04,84.34,20.83,253,4,10.29,5.64,1.58
2766,62,33.04,19.11,37.32,415,2,7.72,3.36,1.91
6306,96,56.6,17.63,46.95,4,4,14.37,7.65,0.88
5198,13,26.8,41.23,42.87,24,1,0.32,3.37,0.94
8377,54,51.86,28.02,14.83,127,3,8.36,5.19,0.99
9389,58,40.68,17.37,17.69,131,2,19.53,8.23,2.45
1574,39,65.4,98.27,44.48,106,1,9.44,5.59,1.82
3883,95,44.23,91.82,6.43,333,3,17.71,2.94,1.22
1942,92,35.42,11.75,14.83,393,3,1.68,4.45,0.62
7465,38,63.81,65.38,38.01,423,3,8.12,4.18,2.43
3369,23,19.68,39.99,18.83,175,1,8.0,4.05,0.84
2276,13,50.44,42.74,6.8,200,4,19.07,7.47,0.76
2699,50,35.44,27.95,41.91,112,1,5.98,4.35,2.08
2342,80,50.59,28.73,22.87,477,2,6.63,8.99,2.12
3077,21,12.21,54.75,17.52,158,4,7.9,6.77,2.37
4247,90,78.65,88.12,44.27,158,1,2.39,6.08,2.01
1137,73,93.18,36.54,36.17,49,2,9.59,7.12,1.47
2661,72,25.71,79.82,47.74,331,2,15.14,1.66,1.39
4788,2,43.92,77.6,40.13,199,1,9.28,7.06,1.83
9148,10,63.4,93.25,6.66,252,1,0.93,8.7,1.82
8589,26,91.77,87.36,15.37,460,3,5.94,4.47,1.94
1617,43,51.45,84.45,9.29,268,4,10.44,1.53,1.16
6245,92,8.16,13.69,18.45,474,4,2.01,4.96,0.96
7787,1,39.63,56.14,48.91,26,4,2.98,7.06,1.57
3605,8,27.45,40.64,22.18,46,1,1.6,8.92,2.46
8299,86,92.93,56.04,34.73,36,3,1.86,8.41,1.08
7190,58,11.6,79.5,27.48,23,1,18.71,5.34,2.44
4467,34,98.94,31.19,36.44,120,3,2.26,1.03,1.95
6144,76,84.25,67.03,46.02,53,4,4.76,4.09,2.34
1083,66,12.08,65.17,13.25,235,2,12.75,2.72,2.08
4276,33,15.79,18.42,40.96,174,1,4.3,1.11,2.45
7041,99,33.48,26.52,47.43,54,4,4.36,9.16,2.23
6702,53,89.87,84.26,41.04,42,2,7.94,2.64,1.86
4478,70,91.34,87.89,29.89,200,4,12.06,8.92,2.5
3349,7,6.7,84.28,9.36,27,2,17.94,2.12,1.24
9489,36,86.06,57.03,45.15,243,3,16.16,2.61,1.51
4630,87,82.49,90.06,34.87,231,2,13.86,9.57,1.75
3077,33,34.61,6.6,46.39,199,3,11.93,7.66,2.25
5567,22,45.16,91.56,29.14,254,2,17.62,6.23,1.14
3128,90,14.78,81.56,44.78,110,3,1.82,9.36,0.62
3379,21,65.48,19.32,30.79,107,3,14.79,9.59,1.92
8313,44,57.88,62.87,39.34,224,3,12.89,4.62,0.51
1652,7,35.81,99.92,12.09,477,3,1.11,7.01,1.48
8513,83,68.89,18.03,17.19,210,3,9.56,4.57,1.01
1112,58,13.69,42.37,40.96,215,3,14.6,5.05,0.96
5838,22,17.92,61.89,49.41,422,3,6.33,4.96,1.78
7569,69,93.54,34.36,24.13,184,4,18.83,7.19,1.16
7069,47,18.59,29.63,24.49,368,2,4.08,6.58,0.86
5516,93,16.47,95.45,29.48,119,2,13.63,8.8,1.46
4460,74,7.95,84.42,21.28,499,1,17.98,5.41,0.72
1827,55,26.21,73.09,26.01,146,4,6.06,2.92,1.48
2280,74,47.0,53.07,36.35,96,1,12.8,5.75,0.76
7417,13,66.6,99.75,34.3,401,1,4.38,7.79,1.22
2456,2,16.12,88.04,33.45,215,2,18.28,9.39,2.42
4559,66,40.53,84.37,2.18,181,2,13.57,5.52,1.85
1284,16,9.87,78.87,24.92,100,4,8.81,5.76,0.6
8346,94,55.06,87.31,21.51,271,2,3.43,7.26,1.95
8835,55,57.47,62.04,19.72,339,4,15.58,2.21,1.98
2409,84,25.05,36.8,22.31,30,2,12.38,6.41,2.5
2692,43,97.35,13.93,19.38,124,2,10.78,9.16,2.39
8746,37,78.38,93.85,2.23,23,3,17.36,1.16,0.82
8272,5,43.52,18.92,26.84,216,2,0.96,3.86,0.73
3896,56,77.62,30.54,33.59,380,1,1.76,3.81,1.96
1645,3,68.22,78.4,34.41,161,2,15.13,8.59,1.38
6950,95,50.76,43.14,35.62,107,3,6.79,4.69,2.42
8146,23,45.64,11.73,46.16,25,4,7.95,5.8,1.04
4721,44,28.32,61.28,11.13,120,3,0.03,3.07,1.49
5885,52,5.87,13.58,6.09,206,3,11.55,1.78,0.86
2172,39,91.91,79.19,45.13,190,3,17.83,1.27,1.99
1996,74,97.38,14.69,33.75,408,1,16.91,9.78,1.08
3162,58,10.78,98.07,41.29,56,1,10.8,5.21,1.8
5011,13,57.73,64.52,35.32,438,2,16.65,3.96,0.7
5083,21,46.39,48.68,39.05,215,1,4.41,2.95,1.69
8612,94,30.16,47.21,45.93,415,2,12.4,5.24,1.83
1021,9,11.43,93.42,42.65,403,2,12.54,7.1,1.43
2571,91,68.28,18.48,26.2,410,1,3.79,9.08,2.0
9109,22,16.28,99.37,49.47,319,4,2.51,4.71,1.58
6894,55,33.67,78.4,47.32,305,1,5.48,4.15,2.21
5516,57,81.84,65.27,37.05,428,3,9.14,9.71,2.4
7885,68,63.95,42.37,17.64,143,2,11.53,3.62,1.87
2766,49,34.67,52.33,7.01,92,3,9.71,7.48,1.88
9871,43,22.81,68.32,48.32,346,2,15.99,8.0,2.25
6446,25,92.31,28.08,15.34,257,2,18.89,3.94,2.49
3352,56,93.32,19.16,11.45,240,3,9.12,6.5,0.96
5366,14,38.27,74.48,19.89,364,2,3.8,2.95,1.29
8001,56,65.6,71.01,23.58,383,4,5.75,7.54,0.65
4979,30,29.05,56.04,8.28,217,2,7.2,4.58,0.77
6274,95,98.34,19.63,7.64,102,2,2.65,9.7,1.35
1333,71,67.28,77.57,17.35,225,2,16.44,4.61,1.36
1271,29,48.72,63.22,37.07,215,2,17.21,8.73,1.48
3557,12,64.63,39.08,8.57,329,2,6.21,2.45,1.78
8377,53,9.63,88.04,30.4,150,4,2.24,8.03,1.36
7258,95,61.31,43.49,4.12,67,2,14.7,5.12,2.06
7624,1,44.94,51.43,41.04,377,3,10.9,5.45,0.65
8459,98,19.62,5.15,31.64,111,1,16.06,7.32,1.34
4124,72,53.26,53.8,3.94,114,4,15.84,6.85,0.58
5576,33,71.5,34.08,47.81,202,3,10.47,9.87,1.44
3953,81,94.25,30.8,25.26,284,1,18.68,3.07,1.13
5500,19,75.64,80.53,43.11,133,4,18.33,9.07,2.06
3121,56,36.31,71.82,26.29,222,2,13.42,8.89,1.08
9975,77,12.52,38.3,49.36,427,2,19.7,5.03,2.08
6434,12,50.78,50.42,21.56,225,4,19.57,2.65,1.47
7228,25,42.64,89.71,28.53,427,3,9.4,8.61,0.67
4623,7,13.85,88.46,46.54,424,4,17.6,6.92,1.39
3158,59,44.02,60.97,31.53,181,4,18.72,2.47,2.31
3795,29,76.71,71.78,16.71,203,2,17.93,6.49,1.69
6143,47,53.07,30.84,34.65,359,3,5.27,7.1,2.49
9556,45,34.5,68.17,21.38,95,1,14.37,2.24,1.51
2761,1,10.47,8.81,35.82,94,4,17.37,9.63,1.21
2509,76,40.22,42.42,32.1,197,4,8.12,6.03,1.94
2726,48,33.95,27.15,2.04,309,3,11.61,3.86,1.28
7698,46,35.96,9.83,31.09,126,3,0.31,3.51,0.95
7410,37,7.81,98.06,9.22,151,2,4.66,2.26,0.82
4439,49,9.07,82.57,18.33,335,1,18.66,8.93,0.77
1210,70,10.96,66.1,44.33,288,1,11.25,9.07,1.15
2344,84,58.85,53.37,34.11,199,3,10.14,6.53,2.44
9476,5,94.2,22.0,17.95,300,4,14.65,7.46,2.41
9212,83,62.22,46.99,26.05,70,3,4.44,3.65,2.13
7322,52,26.76,97.73,20.38,138,4,18.13,4.66,0.51
3151,69,21.26,68.13,26.13,64,1,8.27,9.67,2.03
3199,7,71.42,13.34,21.13,137,4,17.19,2.92,1.59
8373,33,37.59,81.15,30.07,275,3,9.56,4.03,2.03
1555,56,55.77,17.33,17.91,179,2,4.51,2.47,0.55
7677,26,66.84,70.6,48.09,337,3,3.35,2.67,1.96
5550,4,26.9,26.58,17.78,475,2,19.29,1.63,1.91
4822,32,81.33,98.15,30.13,11,4,14.97,8.31,2.43
4974,20,52.37,52.66,32.89,408,1,8.54,4.86,2.15
6085,50,94.76,6.51,13.39,148,2,2.24,3.44,1.09
5527,22,19.65,10.55,26.58,409,1,8.84,9.16,2.23
3888,85,75.25,22.91,46.9,342,3,19.5,4.09,1.72
2731,90,88.92,95.58,2.27,46,1,5.43,4.39,1.32
4414,67,80.87,70.31,6.66,101,1,1.05,5.17,0.78
8562,31,36.21,11.11,42.42,415,4,11.24,7.32,2.1
1919,8,85.41,86.35,46.93,157,1,4.5,2.32,1.61
3284,24,29.8,5.75,32.4,45,2,6.32,6.88,1.67
9144,1,31.9,71.8,34.29,360,3,0.61,5.77,2.48
1519,79,89.8,43.47,39.49,413,2,16.79,7.48,2.34
5818,36,97.96,51.23,24.37,246,4,8.77,5.85,0.88
9774,23,66.01,65.41,29.84,373,3,1.98,6.93,1.26
3615,91,44.92,92.01,48.62,102,2,14.14,4.37,1.03
1874,23,44.67,36.16,39.09,84,4,13.64,5.28,1.55
4400,74,45.96,45.97,48.62,430,2,17.04,5.79,0.98
7648,57,68.89,17.66,10.32,377,4,13.19,7.74,2.19
1228,78,53.04,91.71,48.82,124,4,14.55,2.16,1.88
9264,40,50.17,52.85,37.96,433,3,5.91,7.43,1.85
3985,94,12.96,59.24,7.75,84,1,12.2,4.02,2.18
1416,6,37.9,32.61,21.94,395,3,7.98,9.83,2.36
2435,38,25.87,8.46,24.49,46,1,11.15,9.25,2.03
3052,84,44.39,52.7,21.77,367,1,4.58,2.24,0.83
8624,67,7.71,88.16,23.8,156,2,19.43,2.11,2.36
1368,82,31.14,87.38,17.21,258,3,17.61,4.23,1.71
5259,49,5.47,37.48,21.84,449,4,9.75,8.3,1.7
7211,44,85.86,77.01,11.7,392,1,13.08,5.88,2.08
8777,74,73.35,90.6,42.49,47,3,13.18,8.46,0.74
5650,97,17.29,55.48,38.36,156,3,13.81,3.88,1.71
3068,11,66.23,61.21,31.45,261,1,1.26,8.97,2.42
4735,31,12.23,11.43,21.96,107,2,18.86,9.12,1.06
2516,62,22.08,24.78,37.64,192,4,13.9,5.42,2.09
3580,96,60.64,48.35,33.67,314,3,2.04,4.22,2.04
3789,19,46.82,11.18,33.33,474,2,8.69,1.31,0.7
1785,37,28.31,83.15,26.57,17,4,15.26,5.52,1.18
5545,24,45.84,59.91,9.08,354,3,12.92,4.53,2.25
8193,97,13.82,88.53,11.89,466,2,19.78,7.53,1.96
4393,58,23.63,12.58,41.93,238,4,0.18,8.86,1.8
2737,31,98.9,5.91,15.2,238,1,17.34,4.76,1.8
5889,24,90.75,16.26,30.07,287,1,13.35,8.95,1.93
7204,96,84.49,93.06,8.06,487,1,1.14,1.52,1.49
3658,23,30.16,88.14,46.34,149,4,2.42,4.97,2.03
2333,71,81.43,7.87,2.89,352,3,6.81,5.2,1.71
7613,7,86.91,50.82,13.33,388,4,3.01,3.87,1.04
3665,86,60.23,27.43,7.43,421,4,0.66,8.35,0.79
9324,87,40.19,55.02,28.93,188,2,14.89,1.12,2.11
4412,55,75.67,11.93,38.9,160,3,16.82,6.53,0.91
9265,10,41.39,12.05,30.15,340,4,3.11,1.36,1.87
5550,66,72.72,91.21,46.84,298,1,9.95,5.56,0.62
1365,14,12.08,87.47,12.96,497,1,19.74,5.05,2.1
7957,24,17.59,92.23,38.98,60,2,12.4,2.98,0.58
9355,35,92.49,61.5,29.84,255,3,6.8,6.27,2.48
3855,77,98.21,40.38,24.83,213,3,1.36,2.03,1.26
3896,73,94.06,68.24,41.6,421,4,16.58,9.56,2.14
5744,83,87.1,80.48,1.87,299,4,12.45,6.57,1.51
5160,15,23.1,5.22,27.36,195,4,17.89,4.09,1.0
3108,82,52.14,53.43,33.33,44,3,18.62,5.0,1.51
2103,57,47.31,88.7,30.04,87,4,1.03,5.92,0.6
1118,26,53.32,18.16,46.87,153,1,1.16,9.57,1.34
6785,87,72.55,60.38,34.46,247,3,3.55,3.68,2.48
4317,71,93.94,84.12,3.26,163,1,13.22,6.55,1.54
1286,75,86.33,62.04,47.53,202,1,15.66,8.59,2.22
6384,40,42.72,76.52,38.57,287,1,10.07,9.33,1.76
7100,71,77.35,30.47,3.14,328,1,9.37,7.78,0.63
3478,54,48.23,31.6,39.09,343,1,15.95,8.4,2.28
9877,48,37.4,47.8,29.44,262,3,15.81,3.51,1.39
7125,91,84.92,50.9,34.07,202,1,0.3,8.61,2.33
8106,33,61.19,34.33,8.2,400,3,19.36,9.92,1.57
5168,73,31.72,91.85,15.58,95,3,14.9,1.36,0.73
2103,98,44.1,94.34,0.16,194,1,15.11,2.73,2.06
4918,2,45.84,82.45,47.02,443,4,15.85,9.94,0.63
8735,35,29.14,74.34,33.2,457,4,2.85,7.47,2.37
3112,87,73.54,85.12,39.68,210,4,5.22,5.7,1.23
6656,83,46.98,75.51,2.04,286,4,3.0,3.53,1.68
8998,6,26.27,7.97,38.77,87,2,8.64,8.45,1.99
5361,23,55.4,91.05,9.87,496,4,12.18,8.52,1.35
8864,94,30.21,9.46,20.96,39,2,11.87,7.63,2.32
7676,69,87.97,23.71,5.51,240,2,13.56,2.7,0.73
4220,19,24.18,43.75,23.02,16,4,8.02,9.34,1.94
3411,34,17.6,45.83,4.17,197,3,19.99,5.02,2.18
7192,48,42.87,32.56,23.47,13,4,17.25,8.34,1.29
4652,67,89.12,77.27,26.77,354,3,19.13,3.4,1.31
2060,86,81.64,85.72,8.91,274,2,13.57,8.6,1.67
9971,17,98.88,11.28,45.72,388,4,18.12,8.65,1.81
5531,70,87.21,94.73,14.33,338,2,15.19,5.9,1.93
5133,77,5.63,25.62,21.4,147,3,0.74,7.74,1.72
1991,23,34.33,5.79,4.26,44,3,7.84,2.56,1.06
1996,65,41.6,30.08,40.18,420,4,3.15,4.69,2.28
4984,9,32.98,59.85,28.84,128,1,1.26,7.83,2.47
8305,33,16.36,43.83,3.01,433,3,17.63,2.18,1.91
7214,29,60.78,53.33,49.47,442,3,19.16,3.24,1.54
3794,10,13.08,84.44,47.43,33,3,12.48,7.46,2.2
8816,18,24.73,58.62,3.61,9,3,17.19,3.48,0.6
8352,70,42.58,14.84,45.85,84,1,17.58,1.5,0.71
8346,30,16.16,49.29,22.04,403,1,9.8,2.65,2.14
1524,95,44.98,83.68,12.44,333,3,18.0,5.69,1.55
3637,24,56.4,10.06,12.09,78,2,11.33,4.69,0.69
8515,34,94.11,71.22,40.06,192,3,5.38,5.57,1.87
8449,85,43.19,15.23,22.36,27,4,1.03,3.85,1.06
5035,16,85.21,89.33,14.05,221,2,18.81,9.08,0.5
7091,45,96.78,59.98,44.32,484,2,9.27,9.58,2.34
6400,24,32.79,15.32,8.86,472,4,3.09,1.16,2.3
3986,53,41.98,81.16,36.77,266,4,9.94,1.6,1.24
9260,44,38.39,8.85,30.28,416,4,2.45,7.76,0.67
5326,91,27.27,16.98,1.67,200,4,16.6,7.66,1.87
6569,47,14.66,28.42,10.12,373,3,6.29,2.09,1.21
6098,35,79.99,11.23,17.87,345,4,6.13,4.9,1.35
1303,64,67.78,46.17,31.2,451,1,13.57,6.67,2.39
4381,97,21.75,40.38,10.55,380,3,18.08,3.41,2.42
4534,70,7.37,93.82,16.58,117,1,0.72,8.38,1.01
7934,65,38.78,19.65,40.69,465,1,3.44,8.23,0.67
5968,89,20.21,16.92,48.93,323,4,4.99,4.98,2.41
5176,52,31.31,58.63,46.08,170,2,5.31,9.53,0.85
1253,54,37.85,10.49,40.8,230,2,2.37,6.56,2.35
4090,63,15.9,98.23,25.46,145,2,12.19,4.97,1.95
1436,38,74.56,82.94,42.67,48,1,10.12,6.72,2.48
8139,68,16.12,13.88,45.29,115,2,3.95,9.86,1.29
8568,89,23.27,48.06,16.08,45,2,4.55,3.08,1.41
4259,82,23.08,66.87,0.63,263,4,6.36,7.64,1.4
1889,43,58.77,28.68,46.06,497,1,5.51,6.45,0.53
6036,76,79.62,43.15,26.31,250,3,1.42,3.27,2.28
2686,6,56.18,89.45,46.49,199,2,1.18,6.27,1.99
9881,97,35.26,32.27,19.84,410,4,15.49,8.04,2.31
9137,91,87.01,58.34,38.44,364,4,1.82,9.98,0.75
5409,76,73.14,62.77,49.28,39,4,18.7,5.56,1.85
3475,71,35.64,72.01,26.43,401,4,13.88,3.27,1.97
9913,33,69.66,48.74,6.59,343,3,0.25,9.1,2.19
7182,9,72.23,5.59,27.78,219,2,3.65,6.25,1.62
9012,35,31.37,29.12,39.48,242,4,10.07,3.29,1.59
5950,70,40.86,72.27,45.11,146,4,19.32,1.2,1.86
7496,57,42.06,78.39,32.51,320,2,18.29,8.85,2.21
9400,80,27.73,88.05,30.35,432,4,11.8,3.0,2.12
6330,50,24.26,32.27,9.7,118,4,8.88,4.42,0.8
8245,24,25.26,98.57,13.07,284,2,14.66,6.74,0.72
2232,67,32.52,9.65,24.73,356,2,8.35,4.66,0.97
2850,41,38.62,44.19,4.73,42,2,15.64,8.42,0.83
5516,14,94.63,79.83,17.04,476,3,11.07,9.13,0.66
7776,68,78.97,67.98,32.17,477,1,10.8,5.97,1.86
2284,56,70.67,27.17,3.64,101,1,17.15,2.92,1.99
5375,75,88.75,50.13,32.8,318,3,7.11,4.27,1.32
1963,63,20.08,87.38,17.95,334,4,9.52,1.98,0.71
6653,13,53.87,83.98,19.59,51,2,6.69,4.43,1.38
8534,57,13.6,35.57,0.98,54,4,4.2,6.46,1.22
3928,82,41.66,91.2,32.71,124,3,12.6,5.12,1.77
6650,67,63.59,95.89,14.9,262,1,3.0,6.16,0.64
5608,16,51.33,93.1,46.55,19,2,3.66,8.11,1.57
3000,9,32.66,88.79,27.92,87,2,10.47,5.5,0.53
2567,95,6.31,43.41,33.73,268,1,1.88,2.84,1.62
6811,20,67.38,96.21,29.86,8,3,17.24,1.4,0.56
9569,26,64.91,47.3,33.07,404,4,18.95,1.99,1.66
4899,13,90.06,16.1,26.1,30,1,16.33,7.91,1.28
2997,9,37.75,66.67,31.88,365,1,2.44,2.31,0.84
3933,84,6.82,96.01,47.22,408,1,19.19,7.85,1.07
7728,58,62.61,46.0,9.46,443,2,5.3,1.88,1.75
4286,49,55.61,75.71,37.37,217,3,16.31,2.64,2.43
9057,16,82.22,78.35,15.25,294,1,3.06,7.93,2.31
1891,67,24.32,19.36,17.38,471,2,8.06,8.55,1.25
7340,43,26.45,92.51,11.36,392,2,12.78,6.7,2.48
2946,29,10.46,99.89,7.59,280,1,1.47,9.42,1.89
3095,31,83.97,71.03,2.17,369,3,2.56,6.53,1.49
4939,84,90.47,65.36,26.93,289,2,7.3,5.64,1.94
6756,20,36.0,90.35,3.49,364,1,14.04,5.22,2.14
8675,18,75.3,43.63,20.26,266,3,17.59,3.86,2.49
5820,38,18.21,75.16,0.6,461,2,18.42,4.74,1.91
4135,34,94.0,29.71,16.37,438,4,1.28,3.77,1.51
2658,53,81.05,18.49,9.04,300,1,17.14,6.24,0.58
1196,47,24.61,94.13,14.05,11,4,18.21,3.83,2.02
9510,4,97.16,38.24,22.87,223,4,11.92,6.67,0.71
2668,48,66.31,63.99,37.65,47,1,10.44,4.06,1.18
9426,65,57.5,60.65,35.26,86,4,18.96,8.99,1.58
5142,67,80.57,55.32,23.24,71,4,0.41,4.47,2.33
4911,42,33.65,23.46,24.02,101,1,8.42,5.8,0.82
6326,25,74.01,63.3,22.69,270,4,0.81,7.43,2.3
5781,21,85.98,66.39,10.93,74,3,2.52,9.2,2.15
9248,69,98.49,57.65,3.55,211,4,2.83,5.55,1.17
7434,39,38.83,13.2,43.34,499,4,1.51,9.28,1.22
8118,97,58.27,81.6,35.11,330,4,3.81,1.45,2.38
5586,78,20.46,65.76,48.01,496,4,8.04,9.19,2.35
2643,53,88.17,58.4,44.66,22,1,3.02,9.67,1.44
6547,93,63.68,94.08,22.11,134,4,8.69,2.4,1.71
7310,68,98.86,53.78,46.13,262,3,12.99,1.64,2.44
2386,68,56.21,32.64,31.49,321,3,13.51,6.09,1.89
6914,25,98.7,51.67,9.13,410,1,13.87,4.83,1.38
1198,92,26.17,61.58,38.41,454,3,13.24,4.41,0.56
1293,28,54.33,6.08,14.95,144,3,17.17,7.95,0.51
2148,23,20.93,63.9,31.3,17,4,4.24,4.68,0.97
1863,72,52.59,22.55,35.83,435,3,4.41,1.85,1.9
8115,3,15.37,82.37,39.72,101,3,16.02,3.83,2.49
8055,98,9.25,61.13,15.51,481,2,16.02,1.69,1.2
7897,7,79.34,75.56,12.99,435,4,0.42,7.57,2.09
7353,9,51.73,69.3,23.21,20,4,16.99,6.11,0.56
6372,71,90.07,96.38,35.44,384,2,1.86,3.87,1.45
5642,52,5.28,62.07,14.65,495,4,16.3,2.26,1.05
8165,35,91.56,37.94,13.6,155,3,0.46,4.44,1.02
2600,59,7.63,14.55,33.48,2,3,16.53,1.89,0.99
4277,95,31.25,54.64,22.15,207,1,18.61,1.38,1.28
7075,7,50.28,87.7,33.49,49,1,17.65,8.8,0.8
2262,47,32.49,5.07,13.61,33,3,14.28,8.61,1.89
4710,95,99.88,62.23,24.44,236,2,12.91,6.58,2.29
7822,53,95.62,24.78,15.19,446,4,10.12,6.14,1.56
4102,54,95.04,46.2,24.45,100,3,0.43,8.29,1.48
8647,67,63.93,68.87,18.17,145,1,2.47,4.71,1.92
8958,69,29.99,21.89,0.58,93,3,14.78,8.23,1.19
6248,73,8.55,93.05,37.97,23,1,4.12,5.47,2.44
8172,62,94.06,34.16,0.16,258,2,11.31,8.68,0.58
4105,52,27.8,26.11,30.37,140,2,4.52,5.77,1.48
5612,77,89.49,29.83,3.97,154,1,19.24,4.32,0.81
3799,48,61.1,90.36,8.59,220,4,19.45,6.18,1.4
5010,60,41.56,33.24,11.19,213,2,11.7,9.79,0.86
1306,84,65.49,65.85,43.87,175,3,9.86,4.19,1.93
8931,16,64.23,27.58,42.58,131,2,5.58,7.44,1.94
8510,31,16.53,8.52,9.28,111,1,2.42,6.76,1.71
4046,44,39.18,55.43,39.79,85,1,6.68,6.62,1.29
4238,78,7.17,79.71,38.2,222,4,10.41,2.95,1.25
7701,8,27.76,17.42,7.78,335,3,1.58,5.01,0.89
6969,19,51.23,27.87,37.89,290,4,16.12,1.75,0.8
1907,2,29.3,41.59,45.25,220,3,9.15,6.06,1.56
7092,94,64.86,92.76,9.87,311,4,5.77,5.64,1.29
5931,79,59.86,44.26,48.86,330,3,12.77,2.21,0.85
5248,42,55.71,25.44,26.17,200,2,13.63,8.06,0.7
2101,78,70.56,74.38,10.38,425,4,2.47,4.52,1.04
6292,68,53.7,50.77,20.23,170,2,15.91,8.77,0.74
1384,62,36.19,13.38,38.23,411,2,12.45,5.45,1.58
7028,21,27.48,18.62,39.93,278,1,13.29,7.35,0.7
8959,79,15.27,34.86,33.28,473,1,8.87,4.39,0.66
5538,48,80.49,23.32,5.62,201,2,0.63,9.64,1.13
4837,89,7.55,54.98,20.06,102,4,4.33,8.14,1.78
3305,9,56.56,40.95,37.41,74,2,2.27,8.31,1.74
1914,52,17.26,26.39,44.88,301,4,16.63,2.29,0.56
4376,38,71.06,46.33,25.93,350,1,6.51,3.99,2.29
8974,17,56.07,43.21,39.62,248,4,14.66,4.21,0.73
6034,52,6.71,84.4,8.74,188,4,17.86,2.63,0.9
2239,13,54.83,59.31,48.84,453,3,1.69,5.16,1.12
1795,74,14.15,81.61,41.42,364,4,3.62,7.32,1.02
1016,60,94.54,91.0,26.7,163,3,12.44,1.14,1.25
3730,5,84.4,68.7,34.42,295,4,18.05,3.89,0.6
3048,49,11.45,7.32,37.44,143,4,8.76,3.21,2.5
8417,13,60.23,24.56,48.99,19,3,9.23,3.0,1.24
4494,55,72.7,74.6,48.6,121,3,7.4,6.79,1.61
6096,84,57.23,18.01,49.22,302,2,14.01,3.78,0.98
7481,55,92.01,91.88,41.85,224,4,13.54,7.39,1.6
7853,29,13.22,57.56,36.74,330,4,3.41,9.17,1.25
7793,23,62.36,9.1,32.32,399,1,14.02,6.78,1.43
5036,4,46.92,85.0,33.65,390,3,18.97,6.42,1.77
7148,13,74.05,89.22,30.98,269,2,11.68,1.03,1.02
6545,9,6.65,83.83,26.99,341,4,4.18,6.84,1.02
7664,63,77.54,25.85,4.76,104,2,5.86,1.67,1.5
9911,1,9.11,80.27,11.16,466,4,16.62,9.82,2.42
7416,90,55.45,62.66,11.01,243,3,4.55,5.08,0.94
5855,1,6.74,40.84,20.37,497,4,12.43,2.71,0.6
2259,73,95.58,46.05,43.63,230,2,17.41,2.27,1.98
5185,73,82.05,48.68,34.11,26,3,4.96,1.62,1.0
8555,98,81.74,43.49,27.56,404,3,4.02,4.58,2.33
6593,5,6.64,10.4,23.19,196,4,7.82,7.22,1.7
3949,58,78.79,33.67,47.6,338,4,6.54,8.36,1.3
6280,34,90.61,82.89,30.22,367,3,19.14,1.85,1.28
2984,42,65.11,47.95,26.89,320,3,13.06,3.2,0.74
6473,2,86.67,39.56,0.18,333,3,18.89,6.54,0.82
2477,64,68.4,18.05,43.47,447,1,7.0,4.63,1.2
2590,91,85.75,94.34,12.62,386,2,4.95,3.33,2.12
3783,58,18.88,69.83,15.91,194,2,6.12,2.15,0.51
4101,31,52.75,51.84,35.29,190,2,19.6,3.37,2.1
8370,99,46.62,16.11,40.99,482,4,10.33,9.21,2.06
6977,78,13.97,91.26,31.64,165,2,10.78,7.9,0.87
5699,7,47.96,16.08,30.43,83,2,3.85,4.64,0.76
3762,97,57.52,73.48,16.75,95,1,7.94,5.42,2.24
9017,30,63.99,93.4,25.61,348,2,1.02,7.9,0.8
9689,21,87.34,85.48,16.97,255,1,5.79,5.36,2.04
2005,44,9.77,42.16,19.32,44,1,11.16,7.25,0.57
7284,17,9.49,15.44,15.37,438,1,2.47,8.78,1.73
6613,24,93.2,80.64,39.16,429,3,5.69,5.94,1.37
2238,62,98.11,8.09,17.63,42,2,10.74,7.05,2.26
5593,63,41.86,85.08,30.59,356,4,10.15,9.09,1.74
7054,21,92.29,56.04,15.93,218,4,15.73,4.63,0.91
9699,23,94.31,99.89,46.58,292,2,12.26,9.3,1.93
7389,25,36.87,66.43,20.54,101,3,6.12,1.63,2.45
