Product ID,Date,Store ID,Sales Quantity,Price,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments
1363,2024-04-19,75,158,16.42,Yes,Holiday,Competitor Pricing,Increasing,Regular
6380,2024-01-06,34,390,22.61,No,Festival,None,Decreasing,Regular
9120,2024-03-13,46,371,68.54,Yes,Festival,Weather,Stable,Regular
3018,2024-03-27,98,36,51.13,No,Festival,Economic Indicator,Increasing,Premium
3372,2024-02-24,82,409,33.18,No,None,Weather,Decreasing,Budget
1082,2024-09-25,2,258,57.75,No,Festival,Competitor Pricing,Stable,Regular
5425,2024-06-27,13,484,12.33,Yes,Holiday,Weather,Increasing,Budget
4452,2024-07-16,6,94,78.76,No,Festival,None,Stable,Regular
4749,2024-03-20,94,128,25.76,Yes,None,Competitor Pricing,Stable,Budget
4764,2024-11-19,59,50,16.19,Yes,Festival,Weather,Increasing,Budget
1339,2024-06-28,38,408,69.48,Yes,None,Competitor Pricing,Increasing,Budget
9105,2024-07-10,12,240,15.41,Yes,None,None,Stable,Premium
7597,2024-02-17,37,419,90.56,No,Festival,Economic Indicator,Decreasing,Regular
2187,2024-06-17,70,202,61.24,Yes,Festival,Weather,Stable,Premium
6678,2024-01-20,62,156,20.11,Yes,None,Weather,Stable,Regular
3752,2024-07-07,24,365,16.37,Yes,None,None,Stable,Budget
4297,2024-01-26,27,421,95.53,Yes,None,Weather,Stable,Budget
5830,2024-12-09,18,459,8.81,No,None,Weather,Decreasing,Budget
3430,2024-09-09,75,271,8.99,Yes,None,None,Decreasing,Budget
6087,2024-10-23,6,322,59.27,No,Festival,Weather,Increasing,Premium
6806,2024-11-24,36,146,80.7,No,None,Economic Indicator,Decreasing,Budget
5952,2024-07-26,81,393,24.55,No,Holiday,Competitor Pricing,Decreasing,Premium
6944,2024-01-29,46,126,24.36,Yes,None,None,Increasing,Premium
2499,2024-02-11,68,499,52.78,Yes,Holiday,Competitor Pricing,Increasing,Budget
4198,2024-03-16,17,170,13.95,Yes,Holiday,None,Increasing,Premium
6720,2024-09-18,96,351,93.59,Yes,None,None,Decreasing,Premium
9437,2024-11-12,16,28,28.89,Yes,Festival,Competitor Pricing,Stable,Budget
4652,2024-06-21,88,363,85.09,Yes,Festival,Weather,Increasing,Budget
3239,2024-01-03,29,407,39.71,Yes,Holiday,Competitor Pricing,Stable,Regular
5642,2024-09-25,24,426,13.85,Yes,Holiday,Economic Indicator,Stable,Budget
3813,2024-10-27,34,313,87.97,Yes,Holiday,Competitor Pricing,Decreasing,Regular
2443,2024-04-23,74,491,46.51,No,Holiday,Weather,Increasing,Premium
5479,2024-10-04,89,450,72.93,Yes,None,Economic Indicator,Decreasing,Budget
8010,2024-07-03,38,431,14.82,Yes,None,None,Decreasing,Premium
4894,2024-08-14,91,266,75.58,No,Festival,None,Increasing,Budget
4890,2024-09-15,5,85,25.21,No,None,None,Decreasing,Premium
1281,2024-05-16,89,198,72.56,No,Festival,Economic Indicator,Stable,Premium
7452,2024-01-06,44,117,24.02,Yes,Holiday,None,Stable,Budget
1920,2024-08-26,69,216,67.98,No,Festival,Competitor Pricing,Increasing,Premium
3403,2024-01-05,72,16,39.92,Yes,Holiday,Weather,Stable,Budget
1504,2024-07-07,9,20,55.51,Yes,Festival,Economic Indicator,Decreasing,Budget
3995,2024-01-05,46,343,81.19,No,Holiday,Weather,Increasing,Regular
2405,2024-08-03,82,193,98.37,No,None,None,Stable,Premium
6916,2024-05-17,44,31,50.27,No,Holiday,None,Increasing,Regular
3098,2024-01-26,73,17,84.27,No,None,Weather,Increasing,Budget
3051,2024-05-10,84,498,50.65,No,None,Competitor Pricing,Stable,Regular
1989,2024-01-16,68,321,69.86,Yes,Festival,None,Stable,Regular
6728,2024-02-08,17,124,92.16,Yes,None,None,Decreasing,Budget
6634,2024-07-23,66,63,53.03,Yes,Festival,Economic Indicator,Stable,Regular
6842,2024-12-29,4,485,80.65,No,None,Economic Indicator,Increasing,Budget
7047,2024-11-20,31,100,51.79,No,Holiday,Economic Indicator,Decreasing,Budget
7940,2024-09-03,58,96,30.92,No,Festival,Economic Indicator,Decreasing,Budget
8069,2024-04-10,82,71,21.02,No,Holiday,Competitor Pricing,Stable,Premium
5782,2024-11-01,2,114,45.68,No,None,Weather,Decreasing,Regular
2967,2024-02-08,80,402,15.48,No,Holiday,Economic Indicator,Decreasing,Regular
6923,2024-03-11,25,353,20.57,No,Festival,Economic Indicator,Stable,Premium
1059,2024-12-18,45,177,36.6,No,None,Weather,Increasing,Premium
7830,2024-02-22,51,387,23.94,No,None,Economic Indicator,Stable,Regular
9660,2024-08-13,59,198,85.75,Yes,Festival,Weather,Stable,Budget
6043,2024-08-04,18,287,96.52,Yes,Festival,Competitor Pricing,Decreasing,Budget
7486,2024-09-21,28,369,54.92,No,None,Competitor Pricing,Stable,Budget
6529,2024-01-05,6,372,76.29,Yes,None,Competitor Pricing,Increasing,Regular
4707,2024-01-27,63,94,36.08,No,Festival,Weather,Stable,Premium
5949,2024-08-21,39,458,57.18,Yes,Festival,None,Decreasing,Premium
6782,2024-04-04,93,174,89.04,Yes,Festival,Economic Indicator,Increasing,Regular
9897,2024-07-13,98,4,56.99,No,None,Competitor Pricing,Decreasing,Premium
5960,2024-11-24,51,164,73.09,Yes,None,Economic Indicator,Increasing,Budget
1116,2024-12-17,52,406,66.18,No,Festival,Competitor Pricing,Increasing,Premium
1321,2024-08-05,71,443,81.41,Yes,Festival,None,Stable,Regular
5262,2024-11-30,13,278,38.1,No,None,Economic Indicator,Stable,Regular
1756,2024-11-04,2,225,65.23,No,Festival,Economic Indicator,Increasing,Premium
1007,2024-03-27,86,459,19.66,Yes,None,None,Increasing,Regular
4838,2024-03-29,79,91,38.93,No,Festival,None,Stable,Premium
8511,2024-04-06,40,163,72.07,Yes,None,Weather,Decreasing,Premium
9599,2024-12-06,15,334,15.5,No,None,Economic Indicator,Increasing,Premium
2731,2024-12-05,38,282,82.16,Yes,Festival,None,Stable,Premium
7094,2024-07-09,70,223,84.86,No,Holiday,Economic Indicator,Decreasing,Regular
3021,2024-02-21,28,8,65.26,Yes,None,Weather,Stable,Budget
3270,2024-12-23,14,81,43.86,No,Festival,None,Increasing,Budget
2233,2024-10-14,98,25,79.79,Yes,None,None,Stable,Regular
8996,2024-05-10,48,56,85.03,Yes,None,Weather,Decreasing,Regular
1775,2024-01-28,75,41,28.26,No,None,Economic Indicator,Stable,Budget
3547,2024-06-04,33,399,30.55,No,Holiday,Economic Indicator,Increasing,Premium
7407,2024-05-04,40,209,29.37,Yes,Festival,Weather,Increasing,Budget
8695,2024-05-01,74,185,20.97,No,Festival,Economic Indicator,Increasing,Regular
8418,2024-01-21,93,90,33.49,Yes,Festival,Competitor Pricing,Decreasing,Premium
8787,2024-08-11,5,195,65.55,No,Holiday,Economic Indicator,Stable,Premium
9326,2024-09-15,23,33,29.34,Yes,Holiday,Economic Indicator,Decreasing,Budget
4602,2024-11-24,28,126,12.12,Yes,Festival,Weather,Increasing,Regular
7509,2024-12-20,54,121,38.43,No,Festival,Weather,Increasing,Budget
9289,2024-06-03,86,360,97.61,No,Holiday,Competitor Pricing,Stable,Budget
3997,2024-06-13,52,477,98.93,Yes,Festival,Weather,Increasing,Budget
6272,2024-12-30,87,127,5.92,No,Festival,Economic Indicator,Increasing,Premium
6560,2024-11-28,90,292,31.35,Yes,None,None,Decreasing,Premium
1835,2024-06-30,22,231,82.94,No,None,Weather,Decreasing,Regular
9941,2024-10-29,78,89,6.99,No,None,Weather,Increasing,Regular
9338,2024-08-17,57,312,45.92,Yes,Festival,Competitor Pricing,Stable,Premium
4500,2024-11-13,13,5,90.36,Yes,Festival,Competitor Pricing,Stable,Regular
3628,2024-08-22,66,351,5.9,No,Holiday,Competitor Pricing,Decreasing,Premium
2587,2024-04-15,17,176,59.91,No,Festival,Competitor Pricing,Stable,Budget
7293,2024-04-28,69,365,7.95,No,Festival,None,Decreasing,Budget
8219,2024-03-22,89,468,95.22,Yes,Holiday,None,Stable,Premium
9519,2024-10-31,32,179,26.79,Yes,None,Competitor Pricing,Stable,Regular
2209,2024-11-08,51,454,36.86,No,None,Economic Indicator,Stable,Regular
6548,2024-08-23,40,293,82.92,Yes,None,None,Decreasing,Premium
7866,2024-10-04,88,407,27.34,No,Holiday,Competitor Pricing,Decreasing,Regular
8570,2024-09-09,47,493,25.65,Yes,Holiday,Weather,Decreasing,Regular
5378,2024-11-12,52,356,69.2,Yes,None,None,Decreasing,Premium
2294,2024-04-29,35,460,33.98,No,None,Competitor Pricing,Increasing,Regular
2289,2024-06-10,99,306,77.03,No,None,None,Stable,Premium
9650,2024-11-18,9,360,31.34,Yes,Festival,None,Stable,Budget
6989,2024-02-01,57,461,16.39,No,Festival,Competitor Pricing,Stable,Premium
8297,2024-01-01,5,412,15.4,Yes,Holiday,Competitor Pricing,Decreasing,Premium
9757,2024-08-01,19,142,44.25,Yes,None,Economic Indicator,Stable,Premium
1971,2024-02-21,78,350,74.86,No,Festival,Competitor Pricing,Decreasing,Regular
1078,2024-06-25,1,53,95.42,Yes,Festival,Competitor Pricing,Increasing,Regular
9898,2024-05-31,33,455,79.81,No,Holiday,Weather,Increasing,Budget
2691,2024-05-09,99,347,92.22,Yes,None,None,Increasing,Premium
9829,2024-01-06,2,425,33.97,Yes,Holiday,None,Decreasing,Regular
5419,2024-12-12,22,249,61.74,No,Festival,None,Decreasing,Premium
4581,2024-08-30,75,112,38.11,No,Holiday,Weather,Stable,Regular
8840,2024-12-21,36,32,8.91,No,Festival,None,Increasing,Budget
9757,2024-05-10,51,144,92.76,Yes,Festival,Competitor Pricing,Increasing,Budget
6773,2024-06-08,10,99,49.61,No,Holiday,Competitor Pricing,Increasing,Premium
8462,2024-08-17,83,19,26.46,No,Festival,Economic Indicator,Increasing,Premium
4170,2024-02-16,45,151,73.59,No,Holiday,Weather,Increasing,Premium
8874,2024-04-08,84,226,30.98,Yes,None,Economic Indicator,Stable,Regular
6656,2024-02-19,58,60,80.73,No,Festival,None,Stable,Premium
2335,2024-05-20,83,248,86.12,Yes,Festival,None,Increasing,Budget
6775,2024-04-08,67,196,23.86,Yes,None,None,Increasing,Premium
4580,2024-03-18,74,160,9.0,No,None,Competitor Pricing,Decreasing,Budget
7473,2024-06-14,73,452,63.33,No,Festival,None,Stable,Budget
9748,2024-11-05,16,157,73.82,Yes,Holiday,None,Increasing,Premium
1640,2024-12-07,5,77,42.83,No,Festival,Competitor Pricing,Decreasing,Budget
3957,2024-06-25,11,465,75.26,No,None,Competitor Pricing,Decreasing,Premium
5993,2024-03-20,85,244,48.75,No,Festival,Competitor Pricing,Increasing,Budget
6165,2024-05-21,51,297,21.08,Yes,Holiday,Economic Indicator,Stable,Premium
9396,2024-07-07,62,372,90.49,Yes,Holiday,Weather,Increasing,Premium
1467,2024-07-19,22,165,50.31,No,None,Economic Indicator,Decreasing,Premium
3803,2024-08-22,30,144,29.92,Yes,Holiday,None,Decreasing,Budget
3317,2024-01-23,22,31,99.38,No,Holiday,None,Increasing,Premium
3073,2024-09-02,70,292,72.03,No,Holiday,None,Decreasing,Premium
8245,2024-09-22,28,345,29.5,No,Holiday,Weather,Increasing,Regular
8471,2024-05-23,28,395,24.2,No,None,Competitor Pricing,Stable,Budget
9705,2024-09-22,85,350,81.86,No,Holiday,None,Increasing,Premium
4093,2024-05-01,84,266,68.09,Yes,None,Competitor Pricing,Increasing,Budget
1558,2024-08-14,99,404,77.98,Yes,Festival,Weather,Stable,Budget
4731,2024-12-23,63,438,20.35,Yes,Holiday,Economic Indicator,Increasing,Regular
4428,2024-07-31,66,305,72.16,No,Festival,Competitor Pricing,Decreasing,Premium
3547,2024-05-11,72,429,26.51,Yes,Holiday,None,Decreasing,Regular
5950,2024-06-09,32,165,79.62,Yes,Festival,Competitor Pricing,Stable,Budget
3009,2024-10-28,52,276,41.55,Yes,None,Weather,Increasing,Premium
3267,2024-02-15,22,103,8.29,Yes,Festival,Economic Indicator,Decreasing,Budget
4916,2024-12-07,31,161,98.26,No,None,Weather,Decreasing,Budget
9745,2024-02-01,52,309,82.21,Yes,Festival,Economic Indicator,Stable,Regular
3613,2024-01-05,33,349,82.1,Yes,None,Competitor Pricing,Decreasing,Regular
9452,2024-06-01,51,350,21.14,No,Holiday,Weather,Increasing,Premium
5882,2024-06-03,74,129,69.09,Yes,Holiday,Weather,Increasing,Regular
6467,2024-01-25,29,422,31.51,No,Holiday,None,Stable,Budget
4353,2024-03-07,63,67,40.25,No,Festival,Competitor Pricing,Decreasing,Premium
7444,2024-10-01,90,226,15.45,No,None,None,Decreasing,Premium
2696,2024-02-25,42,354,90.88,Yes,None,Weather,Decreasing,Premium
1594,2024-06-28,66,402,32.88,No,Festival,Competitor Pricing,Decreasing,Regular
8555,2024-05-04,12,44,46.4,No,Holiday,Weather,Stable,Budget
1566,2024-10-06,37,194,83.09,Yes,Festival,Competitor Pricing,Stable,Premium
2400,2024-09-03,75,457,49.52,No,Holiday,Competitor Pricing,Decreasing,Budget
3319,2024-06-26,98,472,98.15,Yes,None,Weather,Increasing,Budget
7861,2024-01-24,8,226,65.23,Yes,Holiday,Competitor Pricing,Decreasing,Premium
4592,2024-04-14,4,143,58.81,No,None,Weather,Decreasing,Regular
4251,2024-03-19,52,153,8.02,No,None,Economic Indicator,Increasing,Premium
4395,2024-03-11,49,348,48.8,No,None,None,Increasing,Regular
7869,2024-07-07,91,114,84.54,Yes,Festival,Competitor Pricing,Increasing,Budget
5694,2024-05-29,19,44,26.03,No,Holiday,Weather,Increasing,Premium
8972,2024-08-03,70,378,6.7,No,None,None,Increasing,Budget
7957,2024-06-24,79,274,92.11,Yes,None,Competitor Pricing,Stable,Regular
4975,2024-06-23,52,205,38.99,Yes,None,Weather,Increasing,Premium
9305,2024-02-23,3,76,95.94,No,Festival,Competitor Pricing,Decreasing,Budget
5373,2024-05-07,89,44,77.79,No,Holiday,Weather,Increasing,Regular
7425,2024-08-20,30,113,82.61,Yes,None,Competitor Pricing,Decreasing,Budget
6686,2024-06-02,11,12,96.87,Yes,Festival,Economic Indicator,Stable,Premium
7302,2024-06-20,54,307,21.36,Yes,Holiday,None,Decreasing,Regular
9597,2024-06-13,70,274,40.34,Yes,Holiday,Weather,Decreasing,Regular
8577,2024-10-17,63,421,9.76,No,None,None,Stable,Premium
6101,2024-11-07,67,219,65.37,No,Festival,Weather,Stable,Regular
7419,2024-06-04,49,239,23.88,No,Festival,Economic Indicator,Increasing,Budget
1437,2024-11-28,29,399,53.92,Yes,None,Competitor Pricing,Decreasing,Premium
7156,2024-08-25,28,100,6.35,No,Holiday,Weather,Increasing,Regular
2388,2024-07-09,45,94,73.48,No,None,None,Decreasing,Premium
7648,2024-06-25,39,193,59.54,No,None,None,Stable,Budget
7126,2024-01-25,12,325,11.76,No,Festival,None,Decreasing,Budget
4977,2024-07-25,95,458,83.66,No,None,None,Increasing,Budget
9172,2024-06-07,43,498,57.93,Yes,Holiday,Competitor Pricing,Increasing,Premium
3973,2024-10-16,54,273,35.17,Yes,None,Weather,Stable,Regular
6853,2024-07-31,88,430,35.79,Yes,Festival,None,Increasing,Regular
3550,2024-03-25,3,115,61.07,Yes,Holiday,None,Decreasing,Regular
9977,2024-04-17,93,8,21.53,No,Festival,None,Decreasing,Premium
3685,2024-06-14,40,293,14.4,No,None,Economic Indicator,Increasing,Budget
9326,2024-01-19,15,77,25.39,No,None,Weather,Stable,Regular
2417,2024-02-17,96,2,49.3,Yes,Holiday,None,Stable,Premium
8654,2024-03-11,5,347,21.34,No,Festival,Competitor Pricing,Increasing,Premium
8476,2024-11-08,76,414,67.93,No,None,Economic Indicator,Increasing,Premium
6424,2024-05-04,32,57,15.24,No,None,Weather,Stable,Regular
2195,2024-06-22,2,33,12.52,Yes,Festival,None,Increasing,Premium
9076,2024-11-05,55,162,52.52,Yes,None,None,Decreasing,Regular
5670,2024-02-18,92,129,64.34,No,Festival,None,Increasing,Budget
7641,2024-05-11,12,8,83.53,No,Holiday,Weather,Decreasing,Budget
8289,2024-08-28,24,338,24.93,Yes,Holiday,Weather,Decreasing,Regular
9138,2024-05-05,48,163,63.34,Yes,Festival,None,Stable,Budget
7130,2024-11-19,2,164,59.8,No,Festival,Economic Indicator,Increasing,Budget
8878,2024-05-23,80,484,99.64,Yes,Festival,Economic Indicator,Decreasing,Premium
2015,2024-10-01,3,480,37.84,Yes,None,None,Decreasing,Regular
2820,2024-07-13,31,147,48.68,No,Festival,Competitor Pricing,Stable,Regular
6802,2024-03-10,98,266,87.91,Yes,None,None,Decreasing,Budget
6147,2024-01-05,13,104,7.73,No,None,Economic Indicator,Increasing,Regular
4206,2024-10-22,85,4,64.7,Yes,Holiday,Economic Indicator,Increasing,Budget
7677,2024-10-23,50,83,78.55,No,Holiday,Economic Indicator,Decreasing,Premium
4829,2024-04-03,9,359,98.17,Yes,None,Weather,Stable,Premium
7975,2024-05-03,32,273,98.03,Yes,Festival,Competitor Pricing,Stable,Budget
7549,2024-07-14,81,6,61.92,No,Festival,Competitor Pricing,Stable,Premium
2220,2024-02-21,45,108,49.29,Yes,Festival,Competitor Pricing,Increasing,Budget
5514,2024-02-19,55,439,90.83,No,Holiday,Competitor Pricing,Decreasing,Regular
3301,2024-04-19,89,474,97.82,No,Holiday,Competitor Pricing,Stable,Budget
7804,2024-08-08,35,72,23.82,No,None,Weather,Increasing,Regular
5936,2024-06-14,32,418,97.04,Yes,Holiday,Weather,Decreasing,Regular
8807,2024-04-30,66,390,41.95,Yes,Holiday,Economic Indicator,Increasing,Premium
9592,2024-01-03,95,410,18.31,Yes,None,Competitor Pricing,Decreasing,Regular
3394,2024-03-19,2,179,78.38,No,None,Competitor Pricing,Decreasing,Regular
8846,2024-08-14,85,202,63.61,Yes,Festival,Competitor Pricing,Decreasing,Premium
2453,2024-07-27,19,56,64.44,No,None,Competitor Pricing,Decreasing,Budget
5724,2024-08-08,6,25,29.81,Yes,None,Economic Indicator,Stable,Regular
1926,2024-01-28,72,220,20.23,No,Holiday,Competitor Pricing,Increasing,Budget
2741,2024-03-28,78,326,86.14,No,Holiday,Competitor Pricing,Stable,Budget
8108,2024-08-19,70,139,65.07,No,None,Competitor Pricing,Stable,Budget
8483,2024-09-07,1,60,14.13,Yes,Holiday,Competitor Pricing,Stable,Premium
7257,2024-09-03,70,419,9.27,No,Festival,Weather,Increasing,Premium
5014,2024-06-12,65,6,41.83,Yes,Holiday,Weather,Decreasing,Budget
8347,2024-01-20,2,253,45.57,Yes,Festival,None,Increasing,Budget
4826,2024-02-22,75,398,26.5,No,None,Economic Indicator,Stable,Budget
6955,2024-09-07,15,373,57.96,Yes,Holiday,Competitor Pricing,Decreasing,Premium
8163,2024-03-10,19,368,76.82,No,Festival,Competitor Pricing,Increasing,Budget
5091,2024-09-20,25,213,68.21,No,Holiday,Economic Indicator,Decreasing,Regular
4954,2024-04-02,74,95,23.92,Yes,Holiday,None,Decreasing,Regular
6626,2024-01-12,95,105,91.24,No,Festival,None,Decreasing,Premium
6521,2024-03-28,16,201,51.6,Yes,Holiday,Economic Indicator,Decreasing,Regular
1416,2024-08-26,6,199,97.42,Yes,Holiday,None,Increasing,Regular
5736,2024-06-12,51,156,13.46,Yes,Festival,Economic Indicator,Increasing,Premium
5956,2024-10-30,27,456,56.63,Yes,None,None,Decreasing,Regular
8820,2024-02-16,83,390,5.14,Yes,Holiday,Weather,Stable,Premium
5021,2024-06-23,40,481,44.66,No,Festival,Economic Indicator,Increasing,Budget
9931,2024-10-27,98,162,81.03,No,None,Competitor Pricing,Increasing,Premium
2350,2024-07-27,64,330,31.6,Yes,Holiday,Weather,Increasing,Budget
4079,2024-04-01,73,487,60.76,Yes,Festival,Weather,Increasing,Premium
7319,2024-05-27,33,392,29.73,Yes,Holiday,Competitor Pricing,Decreasing,Budget
6215,2024-08-29,36,494,82.43,No,Holiday,Weather,Stable,Premium
5207,2024-10-10,14,459,74.79,No,Festival,Weather,Increasing,Premium
6906,2024-08-19,2,430,41.86,Yes,Festival,Economic Indicator,Stable,Regular
1758,2024-08-03,35,300,66.99,Yes,None,Weather,Decreasing,Premium
5531,2024-08-12,93,304,90.53,Yes,Holiday,Weather,Increasing,Premium
3632,2024-02-20,37,152,22.55,No,None,Weather,Decreasing,Premium
7349,2024-12-14,37,452,37.97,No,Holiday,Weather,Increasing,Premium
3822,2024-08-25,96,346,10.06,No,None,Competitor Pricing,Decreasing,Premium
7676,2024-04-20,14,232,53.42,Yes,None,None,Decreasing,Premium
3584,2024-03-29,48,456,31.91,No,Festival,Economic Indicator,Stable,Budget
7948,2024-03-23,35,23,53.11,Yes,None,Economic Indicator,Increasing,Budget
4988,2024-02-18,94,102,82.49,Yes,Holiday,Competitor Pricing,Increasing,Budget
9924,2024-03-17,97,80,88.54,No,Holiday,Economic Indicator,Stable,Regular
6937,2024-10-26,32,361,51.85,No,Festival,Economic Indicator,Stable,Budget
4482,2024-04-14,79,150,65.31,No,Holiday,Competitor Pricing,Decreasing,Budget
6849,2024-09-06,18,159,29.95,Yes,Festival,Weather,Increasing,Budget
1916,2024-10-08,74,60,14.99,No,Festival,Economic Indicator,Stable,Regular
2564,2024-06-07,36,311,24.1,No,None,None,Increasing,Premium
7717,2024-03-31,55,257,78.72,No,None,Competitor Pricing,Stable,Premium
9496,2024-04-08,60,404,94.63,No,Holiday,Competitor Pricing,Increasing,Budget
8821,2024-10-26,12,372,9.07,Yes,Holiday,Competitor Pricing,Stable,Premium
4617,2024-07-24,22,128,66.08,No,None,None,Increasing,Premium
7032,2024-06-10,32,387,86.18,No,Holiday,Economic Indicator,Increasing,Premium
2598,2024-04-13,24,435,72.35,Yes,Holiday,Competitor Pricing,Increasing,Budget
4864,2024-10-10,11,12,56.2,Yes,Festival,None,Decreasing,Budget
2346,2024-05-29,11,437,79.68,Yes,Holiday,Competitor Pricing,Decreasing,Budget
6364,2024-12-15,7,300,44.08,No,None,Weather,Stable,Premium
3880,2024-02-09,57,19,10.09,Yes,None,Competitor Pricing,Decreasing,Regular
4693,2024-06-17,53,5,19.02,Yes,Holiday,Competitor Pricing,Increasing,Budget
5733,2024-05-14,82,339,26.41,No,Holiday,None,Decreasing,Regular
9009,2024-12-16,21,242,77.57,Yes,Festival,Weather,Stable,Premium
2467,2024-10-23,30,319,40.39,No,None,None,Increasing,Regular
6484,2024-04-06,57,274,84.24,No,None,Economic Indicator,Increasing,Premium
4685,2024-03-08,88,310,68.69,No,Festival,Weather,Increasing,Budget
1444,2024-04-12,43,101,57.84,No,Festival,Weather,Decreasing,Budget
1854,2024-12-16,46,260,15.63,No,Festival,None,Stable,Premium
4747,2024-06-25,6,3,69.57,No,Festival,Competitor Pricing,Stable,Premium
7159,2024-05-27,5,37,48.32,Yes,Holiday,None,Stable,Premium
5543,2024-08-28,83,270,41.21,Yes,Holiday,None,Decreasing,Budget
5604,2024-03-13,84,339,76.74,No,Festival,Economic Indicator,Increasing,Regular
3797,2024-03-11,40,464,47.18,Yes,Holiday,Weather,Increasing,Budget
2619,2024-03-12,56,202,63.01,No,Holiday,Competitor Pricing,Increasing,Regular
5104,2024-03-03,90,270,67.48,No,Festival,None,Increasing,Regular
2121,2024-07-11,29,489,57.33,Yes,Festival,Weather,Stable,Premium
3835,2024-01-15,5,327,9.02,Yes,Holiday,Weather,Decreasing,Regular
9480,2024-12-20,39,338,25.21,Yes,Holiday,Economic Indicator,Stable,Premium
8220,2024-03-22,59,292,81.44,No,Festival,None,Increasing,Regular
3504,2024-08-22,58,391,65.76,No,Holiday,Competitor Pricing,Increasing,Premium
7240,2024-01-05,86,162,29.28,No,Festival,Weather,Increasing,Premium
5740,2024-10-07,44,385,94.82,No,None,Economic Indicator,Stable,Budget
8075,2024-07-11,13,389,74.28,No,Holiday,Weather,Decreasing,Budget
6772,2024-12-07,81,334,49.3,Yes,Festival,Economic Indicator,Stable,Budget
8164,2024-10-18,91,155,74.41,No,None,Economic Indicator,Decreasing,Premium
5684,2024-06-03,14,258,61.28,Yes,Holiday,Weather,Stable,Premium
7710,2024-08-21,7,51,19.63,No,Holiday,Economic Indicator,Decreasing,Budget
1410,2024-02-15,41,315,78.32,Yes,Festival,Weather,Increasing,Premium
6855,2024-12-20,64,87,30.96,Yes,None,Weather,Decreasing,Budget
2097,2024-12-25,37,89,21.5,No,None,Competitor Pricing,Stable,Regular
2860,2024-05-30,82,167,11.59,No,None,Weather,Increasing,Regular
1170,2024-08-23,90,414,83.54,Yes,Festival,Weather,Decreasing,Budget
5830,2024-03-13,90,233,61.12,Yes,None,Economic Indicator,Increasing,Regular
2829,2024-07-09,56,203,41.56,No,Festival,Competitor Pricing,Decreasing,Premium
4581,2024-02-24,35,474,95.97,No,Holiday,Competitor Pricing,Decreasing,Regular
4111,2024-08-06,19,215,60.6,No,None,Economic Indicator,Stable,Premium
7133,2024-03-10,80,371,86.61,Yes,None,Weather,Stable,Premium
3252,2024-12-27,93,216,98.46,No,None,Weather,Stable,Regular
3581,2024-05-07,67,241,51.24,No,Holiday,None,Increasing,Regular
3915,2024-09-23,51,70,6.22,Yes,Festival,None,Decreasing,Premium
6735,2024-10-11,15,359,25.32,Yes,Festival,Competitor Pricing,Decreasing,Premium
9127,2024-04-07,39,36,64.17,Yes,None,Weather,Stable,Budget
6817,2024-01-29,22,288,58.03,Yes,Holiday,None,Increasing,Budget
9668,2024-07-01,22,205,86.98,No,Holiday,Competitor Pricing,Stable,Regular
4353,2024-11-13,52,270,48.7,Yes,None,Economic Indicator,Decreasing,Regular
5029,2024-07-19,26,138,13.82,No,None,Economic Indicator,Decreasing,Budget
5276,2024-06-30,22,307,8.51,Yes,None,Competitor Pricing,Stable,Regular
6175,2024-06-04,42,237,45.41,Yes,Holiday,Weather,Stable,Premium
7986,2024-07-26,93,457,86.09,No,None,Economic Indicator,Decreasing,Premium
1383,2024-04-15,75,290,16.88,No,None,None,Stable,Premium
7000,2024-12-12,64,223,78.77,Yes,Festival,Economic Indicator,Decreasing,Budget
3051,2024-09-03,35,120,75.73,No,Holiday,Weather,Increasing,Budget
1894,2024-07-23,14,332,48.27,Yes,Holiday,Competitor Pricing,Increasing,Regular
3318,2024-12-25,80,160,24.36,No,Holiday,None,Decreasing,Premium
4616,2024-02-12,56,309,24.36,Yes,Holiday,Economic Indicator,Decreasing,Budget
8228,2024-10-20,8,195,37.04,No,None,None,Increasing,Premium
4657,2024-01-25,89,416,22.92,Yes,Festival,Weather,Increasing,Budget
8946,2024-02-16,84,451,23.04,Yes,None,None,Increasing,Budget
7902,2024-06-07,86,203,95.37,Yes,Holiday,Weather,Stable,Regular
7303,2024-02-24,90,244,22.8,No,None,Weather,Stable,Regular
3443,2024-05-24,24,455,80.17,Yes,Festival,None,Stable,Budget
6862,2024-02-24,43,283,79.37,Yes,None,None,Decreasing,Premium
7187,2024-10-10,53,146,63.84,Yes,Festival,Weather,Stable,Regular
3604,2024-07-09,73,295,20.15,Yes,Holiday,Economic Indicator,Stable,Regular
7433,2024-05-27,26,320,77.9,No,Festival,Weather,Stable,Premium
6774,2024-02-12,69,46,78.48,Yes,Festival,Weather,Decreasing,Premium
2296,2024-06-02,58,49,64.3,No,None,Competitor Pricing,Increasing,Regular
8394,2024-07-16,27,156,24.48,No,Festival,Weather,Stable,Premium
1867,2024-06-09,18,38,19.76,No,Festival,Economic Indicator,Increasing,Budget
3751,2024-12-26,85,218,18.05,No,Festival,Economic Indicator,Decreasing,Regular
1917,2024-05-10,82,443,7.02,Yes,None,Competitor Pricing,Decreasing,Premium
2052,2024-12-11,91,482,15.37,No,None,None,Increasing,Regular
9870,2024-03-20,35,248,41.84,Yes,Holiday,Weather,Increasing,Budget
9411,2024-06-18,25,346,90.36,Yes,None,Economic Indicator,Stable,Budget
